episode,mean_CR
0,0.5964000189304351
1,0.6130000030994416
2,0.5934000188112258
3,0.5889000186324119
4,0.5654999941587449
5,0.5669999939203262
6,0.5585000020265579
7,0.6216999876499176
8,0.5426000094413758
9,0.5676999926567078
10,0.4898000094294548
11,0.6245999956130981
12,0.5867999750375748
13,0.5992000228166581
14,0.6060000133514404
15,0.66140001475811
16,0.6028000101447105
17,0.6118000036478043
18,0.5879999756813049
19,0.6161000031232834
20,0.5285999727249145
21,0.5097999906539917
22,0.5652999937534332
23,0.5650999930500984
24,0.5173999825119973
25,0.5194999814033509
26,0.5292999720573426
27,0.5620999926328659
28,0.5934000200033188
29,0.5487000119686126
30,0.59120001912117
31,0.5842999777197838
32,0.5644999924302101
33,0.5642999935150147
34,0.5833999767899514
35,0.6561000216007232
36,0.6172000038623809
37,0.6232999962568283
38,0.6593000137805939
39,0.6520000216364861
40,0.43479999005794523
41,0.35690001338720323
42,0.36510000467300413
43,0.4989999836683273
44,0.5032999911904334
45,0.524799972474575
46,0.522499973475933
47,0.4883000087738037
48,0.469499998986721
49,0.475999990105629
50,0.47399999022483824
51,0.4959999996423721
52,0.4973999997973442
53,0.5044999915361404
54,0.5263999736309052
55,0.5342000195384026
56,0.5354000198841095
57,0.5283999720215797
58,0.5362000197172165
59,0.5354000183939934
60,0.5399000209569931
61,0.5098999905586242
62,0.5574000024795532
63,0.5688999927043915
64,0.5299999713897705
65,0.539700021147728
66,0.5197999811172486
67,0.5476000100374222
68,0.5485000115633011
69,0.5197999811172486
70,0.5195999813079833
71,0.5295999717712402
72,0.5594000029563904
73,0.527499973475933
74,0.5453000089526177
75,0.5672999936342239
76,0.5741999843716621
77,0.5145999833941459
78,0.5479000115394592
79,0.5565000024437904
80,0.627499982714653
81,0.6343999809026718
82,0.637699978351593
83,0.6675000062584877
84,0.638599978685379
85,0.6231999957561493
86,0.6552000236511231
87,0.6158000040054321
88,0.6365999871492386
89,0.6471999770402909
90,0.6351999855041504
91,0.6215999943017959
92,0.6363999801874161
93,0.5956000196933746
94,0.6171999958157539
95,0.5848999780416488
96,0.6092000138759613
97,0.6098000040650368
98,0.571499984562397
99,0.4298000067472458
