episode,mean_CR
0,0.42449999690055845
1,0.4262999966740608
2,0.42289999753236773
3,0.43179999113082884
4,0.43619999051094055
5,0.44879999876022336
6,0.4568999928236008
7,0.437999991774559
8,0.4508999973535538
9,0.4330999910831451
10,0.40720000475645063
11,0.4412999975681305
12,0.4430000042915344
13,0.4470999974012375
14,0.4220999971032143
15,0.45029999792575837
16,0.4085000044107437
17,0.3975999975204468
18,0.3965999984741211
19,0.39499999314546586
20,0.3486000034213066
21,0.34870000422000885
22,0.3626999986171722
23,0.3615999987721443
24,0.3988999930024147
25,0.42779999285936354
26,0.41100000351667404
27,0.4182999974489212
28,0.413599998652935
29,0.3646999987959862
30,0.34430000990629195
31,0.3858999994397163
32,0.3484000039100647
33,0.37009999275207517
34,0.3821000048518181
35,0.32860000342130663
36,0.3538000038266182
37,0.37560000479221345
38,0.34320000916719434
39,0.3220000031590462
40,0.33159999758005143
41,0.3154000088572502
42,0.33189999639987944
43,0.3402000096440315
44,0.3438000100851059
45,0.34150000900030136
46,0.33860000997781753
47,0.34490000903606416
48,0.3252000027894974
49,0.3383999985456467
50,0.3530000039935112
51,0.36459999799728393
52,0.37179999202489855
53,0.3704999929666519
54,0.3921999931335449
55,0.34980000972747805
56,0.37510000467300414
57,0.3737000051140785
58,0.3623999920487404
59,0.4005999925732613
60,0.40990000337362287
61,0.39699999868869784
62,0.39429999858140946
63,0.3734999930858612
64,0.3749999922513962
65,0.38730000495910644
66,0.3795000049471855
67,0.38440000504255295
68,0.3954999980330467
69,0.39129999905824664
70,0.3882000043988228
71,0.3688999980688095
72,0.39799999743700026
73,0.37920000553131106
74,0.39039999932050706
75,0.3788000056147575
76,0.37139999330043794
77,0.38320000529289244
78,0.3877000045776367
79,0.3878000032901764
80,0.3446000099182129
81,0.2948000019788742
82,0.3670999923348427
83,0.3328999969363213
84,0.3327999979257584
85,0.33709999799728396
86,0.3552999973297119
87,0.3499000042676926
88,0.35160000413656234
89,0.3599999988079071
90,0.34400001004338265
91,0.33259999781847
92,0.32410000413656237
93,0.3365000092983246
94,0.3600999993085861
95,0.3641999989748001
96,0.3568000051379204
97,0.36049999833106994
98,0.39479999274015426
99,0.3654999923706055
