Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
0,0.025,0.1,0.225,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
1,0.025,0.05,0.1,0.425,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
2,0.025,0.05,0.075,0.425,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
3,0.05,0.15,0.275,0.675,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
4,0.025,0.075,0.175,0.4,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
5,0.025,0.05,0.1,0.5,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
6,0.025,0.05,0.1,0.225,0.9,1.0,200,5,100,default,mutation-kmeans,40:60
7,0.1,0.15,0.4,0.75,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
8,0.025,0.05,0.15,0.55,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
9,0.025,0.1,0.125,0.375,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
10,0.025,0.05,0.375,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
11,0.05,0.15,0.35,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
12,0.025,0.075,0.2,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
13,0.025,0.125,0.25,0.625,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
14,0.15,0.275,0.525,0.85,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
15,0.025,0.15,0.25,0.75,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
16,0.025,0.1,0.2,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
17,0.025,0.05,0.125,0.425,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
18,0.0,0.05,0.075,0.2,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
19,0.025,0.05,0.075,0.35,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
20,0.1,0.2,0.4,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
21,0.025,0.05,0.175,0.6,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
22,0.025,0.075,0.125,0.35,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
23,0.025,0.05,0.1,0.4,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
24,0.05,0.15,0.4,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
25,0.025,0.05,0.175,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
26,0.025,0.1,0.2,0.625,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
27,0.05,0.05,0.05,0.225,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
28,0.05,0.075,0.175,0.45,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
29,0.05,0.125,0.2,0.475,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
30,0.025,0.125,0.175,0.425,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
31,0.05,0.15,0.325,0.625,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
32,0.025,0.05,0.05,0.425,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
33,0.025,0.05,0.15,0.45,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
34,0.025,0.05,0.125,0.4,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
35,0.1,0.1,0.175,0.55,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
36,0.0,0.1,0.2,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
37,0.025,0.05,0.175,0.475,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
38,0.025,0.075,0.125,0.25,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
39,0.025,0.125,0.25,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
40,0.025,0.05,0.1,0.15,0.825,1.0,200,5,100,default,mutation-kmeans,40:60
41,0.05,0.125,0.275,0.55,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
42,0.025,0.125,0.2,0.4,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
43,0.025,0.05,0.1,0.375,0.9,1.0,200,5,100,default,mutation-kmeans,40:60
