Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
0,0.03333333333333333,0.1,0.26666666666666666,0.6333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
1,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.5,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
2,0.03333333333333333,0.06666666666666667,0.1,0.4666666666666667,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
3,0.06666666666666667,0.2,0.3333333333333333,0.7333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
4,0.03333333333333333,0.1,0.2,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
5,0.03333333333333333,0.03333333333333333,0.1,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
6,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.3,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
7,0.06666666666666667,0.13333333333333333,0.43333333333333335,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
8,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.5666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
9,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
10,0.03333333333333333,0.03333333333333333,0.43333333333333335,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
11,0.06666666666666667,0.2,0.4666666666666667,0.9,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
12,0.03333333333333333,0.1,0.26666666666666666,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
13,0.03333333333333333,0.16666666666666666,0.3,0.7,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
14,0.2,0.3,0.6333333333333333,0.9,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
15,0.03333333333333333,0.16666666666666666,0.3,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
16,0.03333333333333333,0.13333333333333333,0.26666666666666666,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
17,0.0,0.03333333333333333,0.13333333333333333,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
18,0.0,0.06666666666666667,0.1,0.26666666666666666,0.9,1.0,200,5,100,default,mutation-kmeans,30:70
19,0.03333333333333333,0.06666666666666667,0.1,0.43333333333333335,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
20,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.7333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
21,0.03333333333333333,0.06666666666666667,0.2,0.6666666666666666,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
22,0.03333333333333333,0.1,0.16666666666666666,0.43333333333333335,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
23,0.03333333333333333,0.03333333333333333,0.1,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
24,0.06666666666666667,0.16666666666666666,0.5,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
25,0.03333333333333333,0.06666666666666667,0.23333333333333334,0.6666666666666666,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
26,0.03333333333333333,0.13333333333333333,0.26666666666666666,0.7333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
27,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
28,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.4666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
29,0.06666666666666667,0.16666666666666666,0.26666666666666666,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
30,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.5666666666666667,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
31,0.03333333333333333,0.13333333333333333,0.36666666666666664,0.5666666666666667,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
32,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.43333333333333335,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
33,0.03333333333333333,0.06666666666666667,0.2,0.5,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
34,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.4666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
35,0.13333333333333333,0.13333333333333333,0.2,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
36,0.0,0.13333333333333333,0.26666666666666666,0.5666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
37,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
38,0.03333333333333333,0.1,0.16666666666666666,0.3,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
39,0.03333333333333333,0.16666666666666666,0.3,0.6666666666666666,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
40,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.8666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
41,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
42,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.5,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
43,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.4,0.9,1.0,200,5,100,default,mutation-kmeans,30:70
44,0.1,0.16666666666666666,0.36666666666666664,0.7666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
45,0.03333333333333333,0.1,0.23333333333333334,0.7333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
46,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.36666666666666664,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
47,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.36666666666666664,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
48,0.06666666666666667,0.16666666666666666,0.36666666666666664,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
49,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.36666666666666664,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
50,0.03333333333333333,0.03333333333333333,0.1,0.4,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
51,0.03333333333333333,0.13333333333333333,0.2,0.5,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
52,0.03333333333333333,0.1,0.2,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
53,0.16666666666666666,0.26666666666666666,0.4666666666666667,0.8666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
54,0.13333333333333333,0.26666666666666666,0.4,0.7666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
55,0.06666666666666667,0.13333333333333333,0.23333333333333334,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
56,0.03333333333333333,0.16666666666666666,0.4,0.7333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
57,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
58,0.06666666666666667,0.13333333333333333,0.2,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
59,0.03333333333333333,0.13333333333333333,0.36666666666666664,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
60,0.03333333333333333,0.1,0.3,0.5666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
61,0.06666666666666667,0.16666666666666666,0.23333333333333334,0.4666666666666667,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
62,0.0,0.06666666666666667,0.2,0.5333333333333333,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
63,0.03333333333333333,0.06666666666666667,0.2,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
64,0.1,0.13333333333333333,0.2,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
65,0.0,0.06666666666666667,0.1,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
66,0.06666666666666667,0.13333333333333333,0.3,0.5333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
67,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
68,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.4666666666666667,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
69,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
70,0.06666666666666667,0.1,0.16666666666666666,0.36666666666666664,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
71,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
72,0.03333333333333333,0.06666666666666667,0.36666666666666664,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
73,0.06666666666666667,0.1,0.2,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
74,0.03333333333333333,0.13333333333333333,0.2,0.4666666666666667,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
75,0.03333333333333333,0.06666666666666667,0.23333333333333334,0.6666666666666666,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
76,0.06666666666666667,0.1,0.13333333333333333,0.26666666666666666,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
77,0.0,0.03333333333333333,0.16666666666666666,0.5333333333333333,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
78,0.03333333333333333,0.13333333333333333,0.2,0.4666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
79,0.06666666666666667,0.1,0.2,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
80,0.1,0.23333333333333334,0.4,0.8666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
81,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.43333333333333335,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
82,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
83,0.1,0.16666666666666666,0.26666666666666666,0.6,0.9333333333333333,1.0,200,5,100,default,mutation-kmeans,30:70
84,0.03333333333333333,0.1,0.2,0.5666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
85,0.0,0.13333333333333333,0.13333333333333333,0.5666666666666667,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
86,0.0,0.06666666666666667,0.16666666666666666,0.4666666666666667,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
87,0.06666666666666667,0.1,0.13333333333333333,0.3,0.9,1.0,200,5,100,default,mutation-kmeans,30:70
88,0.03333333333333333,0.13333333333333333,0.2,0.4666666666666667,0.9666666666666667,1.0,200,5,100,default,mutation-kmeans,30:70
89,0.03333333333333333,0.06666666666666667,0.1,0.3333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
90,0.03333333333333333,0.06666666666666667,0.1,0.43333333333333335,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
91,0.1,0.1,0.3,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
92,0.06666666666666667,0.1,0.2,0.5333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
93,0.03333333333333333,0.06666666666666667,0.2,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
94,0.03333333333333333,0.1,0.13333333333333333,0.5333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
95,0.03333333333333333,0.06666666666666667,0.1,0.5333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
96,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.4,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
97,0.06666666666666667,0.2,0.36666666666666664,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
98,0.06666666666666667,0.16666666666666666,0.2,0.6333333333333333,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
99,0.06666666666666667,0.1,0.13333333333333333,0.26666666666666666,1.0,1.0,200,5,100,default,mutation-kmeans,30:70
