episode,mean_CR
0,0.6152999985218048
1,0.6258999925851821
2,0.6459000140428544
3,0.6235999917984009
4,0.6126999950408936
5,0.6254999911785126
6,0.6526000040769577
7,0.6229999935626984
8,0.6335999846458436
9,0.6411000174283982
10,0.6026000028848648
11,0.6487000113725663
12,0.6378000152111053
13,0.64420001745224
14,0.6427000170946121
15,0.677299992442131
16,0.6556000107526779
17,0.6776999914646149
18,0.6504000109434128
19,0.6560000050067901
20,0.6410000079870224
21,0.6327000159025192
22,0.6261999851465225
23,0.6272999852895736
24,0.6211999899148941
25,0.6139999943971634
26,0.6223999905586243
27,0.6402000164985657
28,0.6449000108242035
29,0.6564000064134597
30,0.6716999924182891
31,0.635399985909462
32,0.6353000158071518
33,0.6236999917030335
34,0.6409000146389008
35,0.6659000056982041
36,0.6770999932289123
37,0.6778999924659729
38,0.6861999946832656
39,0.6756999999284744
40,0.5658999809622764
41,0.49709998786449433
42,0.4755000054836273
43,0.5937000006437302
44,0.6001000028848648
45,0.4937999925017357
46,0.5740000122785568
47,0.5871000146865845
48,0.5926000076532364
49,0.5805000132322311
50,0.5638999882340431
51,0.6168999969959259
52,0.6138999903202057
53,0.614399995803833
54,0.62859998524189
55,0.6271999901533127
56,0.6465000087022781
57,0.6296999835968018
58,0.6369000148773193
59,0.6387000143527984
60,0.6405000156164169
61,0.6183999842405319
62,0.6388000154495239
63,0.6515000098943711
64,0.6210999900102615
65,0.6361000144481659
66,0.6184999912977218
67,0.6212999880313873
68,0.610299996137619
69,0.6166999852657318
70,0.6086999922990799
71,0.5982000017166138
72,0.6277999824285507
73,0.6178999966382981
74,0.6499000090360642
75,0.6340999841690064
76,0.6327999848127365
77,0.6196999830007554
78,0.563799988925457
79,0.6178999894857407
80,0.6816999930143356
81,0.6731999987363815
82,0.6776999986171722
83,0.6928999876976013
84,0.6661000055074692
85,0.6545000106096268
86,0.6933999890089035
87,0.6626000052690506
88,0.6645000034570694
89,0.6530000102519989
90,0.6329999846220017
91,0.6546000093221664
92,0.6649000042676926
93,0.6543000090122223
94,0.6881000167131424
95,0.6645000040531158
96,0.6504000109434128
97,0.6523000121116638
98,0.6373000174760819
99,0.6007000035047532
