Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
0,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
1,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
2,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
3,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
4,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
5,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
6,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
7,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
8,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
9,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
10,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
11,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
12,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
13,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
14,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
15,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
16,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
17,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
18,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
19,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
20,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
21,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
22,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
23,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
24,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
25,0.0,0.0,0.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
26,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
27,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
28,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
29,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
30,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
31,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
32,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
33,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
34,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
35,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
36,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
37,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
38,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
39,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
40,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
41,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
42,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
43,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
44,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
45,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
46,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
47,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
48,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
49,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
50,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
51,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
52,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
53,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
54,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
55,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
56,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
57,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
58,0.0,0.0,0.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
59,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
60,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
61,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
62,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
63,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
64,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
65,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
66,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
67,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
68,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
69,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
