Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
0,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
1,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
2,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
3,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
4,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
5,0.0,0.0,0.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
6,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
7,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
8,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
9,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
10,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
11,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
12,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
13,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
14,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
15,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
16,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
17,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
18,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
19,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
20,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
21,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
22,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
23,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
