Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
24,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
25,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
26,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
27,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
28,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
29,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
30,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
31,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
32,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
33,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
34,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
35,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
36,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
37,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
38,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
39,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
40,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
41,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
42,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
43,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
44,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
45,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
46,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
47,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
48,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
49,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
50,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
51,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
52,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
53,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
54,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
55,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
56,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
57,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
58,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
59,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
60,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
61,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
62,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
63,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
64,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
65,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
66,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
67,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
68,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
69,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
70,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
71,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
72,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
73,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
74,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
75,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
76,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
77,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
78,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
79,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
80,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
81,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
82,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
83,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
84,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
85,0.0,0.0,0.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
86,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
87,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
88,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
89,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
90,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
91,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
92,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
93,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
94,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
95,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
96,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
97,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
98,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
99,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,mutation-kmeans,10:90
