episode,mean_CR
0,0.9215999990701675
1,0.9092000073194504
2,0.9130000054836274
3,0.9110000038146973
4,0.9163000023365021
5,0.9229999965429306
6,0.9272999912500381
7,0.9240999978780746
8,0.9060000109672547
9,0.9057000082731247
10,0.9224999976158142
11,0.9142000037431717
12,0.9050000101327896
13,0.9130000048875808
14,0.9172000044584274
15,0.9171000039577484
16,0.9053000086545944
17,0.9325999933481216
18,0.9154000025987625
19,0.9175000029802323
20,0.9133000034093857
21,0.9204999953508377
22,0.9220999991893768
23,0.9120000034570694
24,0.9027000105381012
25,0.9225999987125397
26,0.9216999971866607
27,0.9062000077962875
28,0.9175000035762787
29,0.9171000045537948
30,0.9055000054836273
31,0.9050000095367432
32,0.909900004863739
33,0.9104000025987625
34,0.9214999985694885
35,0.9265999990701675
36,0.9249999988079071
37,0.930599992275238
38,0.9309999930858612
39,0.9163000029325485
40,0.9035000085830689
41,0.9185999977588654
42,0.9113000041246414
43,0.9143999987840652
44,0.907200003862381
45,0.9064000034332276
46,0.9090000063180923
47,0.9049000096321106
48,0.9140000027418137
49,0.9150000047683716
50,0.9206999981403351
51,0.8959000158309937
52,0.9093000030517578
53,0.904800009727478
54,0.9028000044822693
55,0.8961000168323516
56,0.8887999844551087
57,0.89910001039505
58,0.8941000163555145
59,0.9122999995946884
60,0.9115000057220459
61,0.9156000047922135
62,0.9220999962091446
63,0.9203999960422515
64,0.9116000026464463
65,0.9188000041246415
66,0.9259999895095825
67,0.924599997997284
68,0.9184999996423722
69,0.9349999940395355
70,0.9241999977827072
71,0.9263999933004379
72,0.9334999936819076
73,0.93519999563694
74,0.9265000003576279
75,0.907200009226799
76,0.9170000058412552
77,0.9187000072002411
78,0.9130000013113022
79,0.9197999978065491
80,0.9033000111579895
81,0.9036000114679337
82,0.9074000042676925
83,0.9010000097751617
84,0.9009000104665756
85,0.8795999920368195
86,0.9130999982357025
87,0.8709999990463256
88,0.9051000040769577
89,0.8964000123739243
90,0.8972000104188919
91,0.9019000089168548
92,0.894900016784668
93,0.8942000150680542
94,0.8966000151634216
95,0.9070000046491623
96,0.887199986577034
97,0.8827999871969223
98,0.8912000149488449
99,0.8887000179290772
