episode,mean_CR
0,0.44070000410079957
1,0.483599993288517
2,0.448000003695488
3,0.453899998664856
4,0.44700000435113907
5,0.4553999978303909
6,0.4597999921441078
7,0.46179999232292174
8,0.4498999986052513
9,0.45319999814033507
10,0.44650000393390654
11,0.4423000031709671
12,0.4525999984145164
13,0.4592999914288521
14,0.459000004529953
15,0.44320000380277635
16,0.4236999973654747
17,0.4261999920010567
18,0.4330999910831451
19,0.421300003528595
20,0.39909999191761014
21,0.40589999198913573
22,0.41329999834299086
23,0.3927999982237816
24,0.42179999858140943
25,0.42189999878406526
26,0.4151000028848648
27,0.41550000339746473
28,0.4337000042200089
29,0.4146000030636787
30,0.3973999920487404
31,0.4077999904751778
32,0.3926999971270561
33,0.4348000031709671
34,0.4368000042438507
35,0.4145999988913536
36,0.4224999982118607
37,0.42339999169111253
38,0.40920000404119494
39,0.4103999999165535
40,0.4093000030517578
41,0.426600005030632
42,0.39429999828338624
43,0.409700003862381
44,0.4261999920010567
45,0.42359999269247056
46,0.419999997317791
47,0.40430000573396685
48,0.4092000049352646
49,0.41959999322891234
50,0.40840000450611114
51,0.4245999920368195
52,0.4211999976634979
53,0.40960000425577164
54,0.41839999705553055
55,0.39619999676942824
56,0.41609999746084214
57,0.4310000044107437
58,0.40419999122619626
59,0.40339999049901965
60,0.4295999920368195
61,0.4302999916672707
62,0.43380000442266464
63,0.4161000031232834
64,0.43740000486373903
65,0.3939999979734421
66,0.4002999922633171
67,0.3929999992251396
68,0.42619999170303347
69,0.41190000385046005
70,0.40189999133348464
71,0.40209999203681945
72,0.4048999923467636
73,0.39679999828338625
74,0.4074999907612801
75,0.4213999974727631
76,0.4106000044941902
77,0.410600004196167
78,0.41140000373125074
79,0.4202999976277351
80,0.3891999986767769
81,0.3561000043153763
82,0.4013999915122986
83,0.41389999866485594
84,0.39309999853372574
85,0.40029999166727065
86,0.4085999992489815
87,0.3889999976754189
88,0.3924999985098839
89,0.3865999987721443
90,0.38839999824762345
91,0.37920000463724135
92,0.37970000475645066
93,0.37319999307394025
94,0.4085000044107437
95,0.41559999823570254
96,0.39819999247789384
97,0.42249999195337296
98,0.411500004529953
99,0.39289999812841414
